,Total,county,population,Poverty_Rate
2184,389,"Juniata, PA",24768,1.5705749354005167
2185,3407,"Lackawanna, PA",213931,1.5925695668229476
2186,8667,"Lancaster, PA",529600,1.6365181268882176
2187,2119,"Lawrence, PA",89333,2.37202377620812
2188,2209,"Lebanon, PA",135486,1.6304267599604387
2189,7401,"Lehigh, PA",355092,2.0842485890980367
2190,6103,"Luzerne, PA",320103,1.906573821551188
2191,1436,"Lycoming, PA",116754,1.2299364475735308
2192,643,"McKean, PA",42979,1.4960794806766093
2193,2440,"Mercer, PA",115195,2.118147489040323
2194,1017,"Mifflin, PA",46616,2.1816543675991076
2195,5172,"Monroe, PA",167148,3.09426376624309
2196,13123,"Montgomery, PA",812376,1.6153849941406444
2197,327,"Montour, PA",18541,1.7636589180734588
2198,6181,"Northampton, PA",299791,2.0617696995573582
2199,1410,"Northumberland, PA",94076,1.4987882137845996
2200,828,"Perry, PA",45562,1.8173038935955403
2201,42065,"Philadelphia, PA",1553165,2.7083407107422586
2202,1455,"Pike, PA",56591,2.571080207100069
2203,291,"Potter, PA",17497,1.6631422529576496
2204,2679,"Schuylkill, PA",146920,1.823441328614212
2205,627,"Snyder, PA",39865,1.5728082277687194
2206,1061,"Somerset, PA",76520,1.386565603763722
2207,139,"Sullivan, PA",6351,2.1886317115414897
2208,730,"Susquehanna, PA",42286,1.7263396868940077
2209,728,"Tioga, PA",42463,1.7144337423168405
2210,720,"Union, PA",44867,1.6047429068134709
2211,1072,"Venango, PA",53907,1.9886100135418405
2212,684,"Warren, PA",40885,1.672985202396967
2213,3310,"Washington, PA",208206,1.5897716684437526
2214,1014,"Wayne, PA",51548,1.9670986265228525
2215,5162,"Westmoreland, PA",362437,1.4242475243973436
2216,635,"Wyoming, PA",28003,2.2676141841945507
2217,8986,"York, PA",438965,2.047088036631622
2218,745,"Bristol, RI",49220,1.5136123527021534
2219,3189,"Kent, RI",165035,1.9323173872208925
2220,1036,"Newport, RI",82397,1.257327329878515
2221,13829,"Providence, RI",628600,2.199968183264397
2222,1560,"Washington, RI",126259,1.2355554851535338
2223,536,"Abbeville, SC",25007,2.143399848042548
2224,4271,"Aiken, SC",164176,2.6014764642822334
2225,360,"Allendale, SC",9839,3.658908425653014
2226,5128,"Anderson, SC",190641,2.689872587743455
2227,567,"Bamberg, SC",15430,3.6746597537265067
2228,478,"Barnwell, SC",22119,2.16103802161038
2229,3374,"Beaufort, SC",171838,1.9634772285524738
2230,6084,"Berkeley, SC",194020,3.1357592000824654
2231,376,"Calhoun, SC",15055,2.497509133178346
2232,6202,"Charleston, SC",372803,1.663613221996604
2233,1712,"Cherokee, SC",55885,3.063433837344547
2234,1137,"Chester, SC",32578,3.490085333660753
2235,1714,"Chesterfield, SC",46197,3.710197631880858
2236,1039,"Clarendon, SC",34355,3.024305050211032
2237,854,"Colleton, SC",37788,2.259976712183762
2238,2325,"Darlington, SC",67935,3.4223890483550448
2239,1198,"Dillon, SC",31229,3.836177911556566
2240,3969,"Dorchester, SC",145397,2.729767464253045
2241,706,"Edgefield, SC",26436,2.670600696020578
2242,614,"Fairfield, SC",23109,2.6569734735384483
2243,4525,"Florence, SC",138326,3.2712577534230727
2244,1876,"Georgetown, SC",60440,3.1039046988749175
2245,10438,"Greenville, SC",474266,2.200874614667718
2246,1504,"Greenwood, SC",69723,2.1571074107539836
2247,810,"Hampton, SC",20408,3.969031752254018
2248,6928,"Horry, SC",289650,2.391852235456586
2249,538,"Jasper, SC",26629,2.020353749671411
2250,1551,"Kershaw, SC",62516,2.480964872992514
2251,2287,"Lancaster, SC",80458,2.8424768202043302
2252,2467,"Laurens, SC",66229,3.7249543251445743
2253,589,"Lee, SC",18347,3.2103341145691395
2254,6012,"Lexington, SC",273752,2.1961483386422747
2255,367,"McCormick, SC",9947,3.6895546395898258
2256,1202,"Marion, SC",32072,3.747817410825642
2257,910,"Marlboro, SC",28003,3.249651823018962
2258,745,"Newberry, SC",37521,1.9855547560033049
2259,1511,"Oconee, SC",75045,2.0134585915117595
2260,2581,"Orangeburg, SC",90942,2.838072617712388
2261,2878,"Pickens, SC",119829,2.401755835398777
2262,9095,"Richland, SC",399256,2.2779870559240187
2263,508,"Saluda, SC",20091,2.5284953461749042
2264,8114,"Spartanburg, SC",290969,2.7886132199650135
2265,2593,"Sumter, SC",108123,2.3981946486871433
2266,1086,"Union, SC",28030,3.8744202640028544
2267,1063,"Williamsburg, SC",33067,3.214685335833308
2268,5922,"York, SC",239363,2.474066585061183
2269,20,"Aurora, SD",2720,0.7352941176470588
2270,185,"Beadle, SD",18080,1.0232300884955752
2271,140,"Bennett, SD",3452,4.055619930475087
2272,43,"Bon Homme, SD",7046,0.6102753335225659
2273,113,"Brookings, SD",32968,0.34275661247270084
2274,275,"Brown, SD",37907,0.7254596776320996
2275,105,"Brule, SD",5366,1.9567648155050317
2276,192,"Buffalo, SD",2024,9.486166007905137
2277,139,"Butte, SD",10330,1.345595353339787
2278,18,"Campbell, SD",1334,1.3493253373313343
2279,264,"Charles Mix, SD",9241,2.85683367600909
2280,13,"Clark, SD",3610,0.3601108033240997
2281,61,"Clay, SD",13935,0.4377466810190168
2282,236,"Codington, SD",27853,0.8473054967148961
2283,230,"Corson, SD",4215,5.456702253855279
2284,138,"Custer, SD",8468,1.629664619744922
2285,26,"Davison, SD",19823,0.13116077283963073
2286,47,"Day, SD",5596,0.8398856325947106
2287,39,"Deuel, SD",4320,0.9027777777777777
2288,287,"Dewey, SD",5586,5.137844611528822
2289,4,"Douglas, SD",3023,0.13231888852133644
2290,74,"Edmunds, SD",4041,1.8312298935906954
2291,30,"Fall River, SD",6839,0.4386606228980845
2292,0,"Faulk, SD",2386,0.0
2293,20,"Grant, SD",7281,0.2746875429199286
2294,52,"Gregory, SD",4242,1.2258368694012258
2295,35,"Haakon, SD",1894,1.8479408658922916
2296,46,"Hamlin, SD",5961,0.7716826035900017
2297,6,"Hand, SD",3391,0.17693895606015925
2298,57,"Hanson, SD",3405,1.6740088105726871
2299,7,"Harding, SD",1262,0.554675118858954
2300,319,"Hughes, SD",17508,1.8220242175005712
2301,54,"Hutchinson, SD",7145,0.7557732680195941
2302,9,"Hyde, SD",1391,0.6470165348670022
2303,219,"Jackson, SD",3216,6.809701492537314
2304,16,"Jerauld, SD",2066,0.7744433688286544
2305,2,"Jones, SD",1001,0.1998001998001998
2306,31,"Kingsbury, SD",5065,0.6120434353405726
2307,188,"Lake, SD",12055,1.5595188718374118
2308,159,"Lawrence, SD",24910,0.6382978723404255
2309,407,"Lincoln, SD",49858,0.8163183440972362
2310,185,"Lyman, SD",3892,4.753340184994862
2311,25,"McCook, SD",5654,0.44216483905199855
2312,11,"McPherson, SD",2457,0.4477004477004477
2313,41,"Marshall, SD",4763,0.8608020155364265
2314,269,"Meade, SD",27202,0.9888978751562385
2315,92,"Mellette, SD",2081,4.420951465641519
2316,3,"Miner, SD",2333,0.12858979854264896
2317,2330,"Minnehaha, SD",179640,1.2970385214874192
2318,81,"Moody, SD",6404,1.2648344784509682
2319,1597,"Pennington, SD",105761,1.5100084152003102
2320,36,"Perkins, SD",3037,1.1853803095159698
2321,3,"Potter, SD",2394,0.12531328320802004
2322,291,"Roberts, SD",10251,2.838747439274217
2323,5,"Sanborn, SD",2324,0.21514629948364886
2324,64,"Spink, SD",6610,0.9682299546142208
2325,18,"Stanley, SD",2981,0.6038242200603825
2326,14,"Sully, SD",1437,0.9742519137091163
2327,617,"Todd, SD",9982,6.181126026848327
2328,124,"Tripp, SD",5498,2.2553655874863585
2329,23,"Turner, SD",8361,0.2750867121157756
2330,181,"Union, SD",14829,1.2205812934115585
2331,37,"Walworth, SD",5524,0.6698044895003621
2332,161,"Yankton, SD",22696,0.7093761015156855
2333,191,"Ziebach, SD",2834,6.7395906845448135
2334,1757,"Anderson, TN",75542,2.325858462841863
2335,1575,"Bedford, TN",45901,3.4312977930764035
2336,320,"Benton, TN",16290,1.9643953345610803
2337,595,"Bledsoe, TN",12841,4.63359551436804
2338,3141,"Blount, TN",125099,2.5108114373416255
2339,2635,"Bradley, TN",101848,2.587188751865525
2340,1245,"Campbell, TN",40238,3.094090163527014
2341,353,"Cannon, TN",13775,2.562613430127042
2342,646,"Carroll, TN",28513,2.2656332199347666
2343,1632,"Carter, TN",57338,2.846279953957236
2344,1018,"Cheatham, TN",39492,2.5777372632431885
2345,348,"Chester, TN",17321,2.009121875180417
2346,604,"Claiborne, TN",31560,1.9138149556400506
2347,267,"Clay, TN",7774,3.4345253408798557
2348,1105,"Cocke, TN",35479,3.114518447532343
2349,1998,"Coffee, TN",53357,3.7445883389246024
2350,332,"Crockett, TN",14591,2.27537523130697
2351,1577,"Cumberland, TN",57466,2.7442313715936377
2352,13108,"Davidson, TN",658602,1.9902763732876607
2353,225,"Decatur, TN",11661,1.9295086184718293
2354,513,"DeKalb, TN",19164,2.6768941765810896
2355,1434,"Dickson, TN",50266,2.8528229817371584
2356,878,"Dyer, TN",38213,2.297647397482532
2357,972,"Fayette, TN",38690,2.5122770741793743
2358,633,"Fentress, TN",17909,3.534535708303088
2359,1292,"Franklin, TN",41129,3.141335797126115
2360,1276,"Gibson, TN",49457,2.5800190064096085
2361,569,"Giles, TN",28746,1.9794058303764004
2362,969,"Grainger, TN",22702,4.268346401198133
2363,1839,"Greene, TN",68267,2.693834502761217
2364,453,"Grundy, TN",13498,3.3560527485553417
2365,1805,"Hamblen, TN",63074,2.861717982052827
2366,7365,"Hamilton, TN",348673,2.1122943273496944
2367,248,"Hancock, TN",6679,3.713130708189849
2368,519,"Hardeman, TN",26306,1.9729339314224892
2369,776,"Hardin, TN",26034,2.9807175232388414
2370,2036,"Hawkins, TN",56800,3.584507042253521
2371,478,"Haywood, TN",18224,2.622914837576822
2372,708,"Henderson, TN",28048,2.524244152880776
2373,754,"Henry, TN",32210,2.340887923005278
2374,658,"Hickman, TN",24267,2.711501215642642
2375,231,"Houston, TN",8292,2.7858176555716354
2376,294,"Humphreys, TN",18243,1.6115770432494656
2377,458,"Jackson, TN",11517,3.9767300512286186
2378,1624,"Jefferson, TN",52123,3.115707077489784
2379,541,"Johnson, TN",17977,3.0094009011514715
2380,8868,"Knox, TN",444622,1.9945031959732087
2381,134,"Lake, TN",7731,1.733281593584271
2382,1009,"Lauderdale, TN",27795,3.630149307429394
2383,1297,"Lawrence, TN",41990,3.088830673969993
2384,294,"Lewis, TN",11961,2.457988462503135
2385,726,"Lincoln, TN",33633,2.1585942378021588
2386,1002,"Loudon, TN",50448,1.9862036156041867
2387,1441,"McMinn, TN",52341,2.753099864351082
2388,766,"McNairy, TN",26140,2.9303749043611322
2389,577,"Macon, TN",22701,2.5417382494163254
2390,2560,"Madison, TN",98733,2.592851427587534
2391,1012,"Marion, TN",28374,3.566645520546979
2392,864,"Marshall, TN",31130,2.7754577577899133
2393,2134,"Maury, TN",83761,2.5477250749155336
2394,493,"Meigs, TN",11649,4.232122929006782
2395,1484,"Monroe, TN",45265,3.2784712250082846
2396,3832,"Montgomery, TN",184119,2.0812626616481733
2397,145,"Moore, TN",6301,2.301222028249484
2398,790,"Morgan, TN",21915,3.6048368697239335
2399,765,"Obion, TN",31131,2.4573576178086154
2400,495,"Overton, TN",22075,2.242355605889015
2401,191,"Perry, TN",7869,2.4272461558012455
2402,207,"Pickett, TN",5090,4.066797642436149
2403,597,"Polk, TN",16690,3.5769922109047334
2404,1864,"Putnam, TN",73525,2.5351921115266918
2405,1228,"Rhea, TN",32513,3.7769507581582755
2406,1485,"Roane, TN",53047,2.799404301845533
2407,1693,"Robertson, TN",67383,2.5125031536144133
2408,6810,"Rutherford, TN",281029,2.423237459479271
2409,561,"Scott, TN",22015,2.5482625482625485
2410,499,"Sequatchie, TN",14681,3.3989510251345276
2411,3142,"Sevier, TN",93570,3.3579138612803248
2412,22399,"Shelby, TN",939465,2.384229322007738
2413,598,"Smith, TN",19074,3.1351578064380834
2414,204,"Stewart, TN",13362,1.5267175572519083
2415,3786,"Sullivan, TN",156595,2.417701714614132
2416,5152,"Sumner, TN",168888,3.0505423712756383
2417,2693,"Tipton, TN",61586,4.372747052901634
2418,225,"Trousdale, TN",7828,2.874297393970363
2419,414,"Unicoi, TN",18082,2.289569737860856
2420,637,"Union, TN",19102,3.3347293477122815
2421,131,"Van Buren, TN",5583,2.3464087408203476
2422,1239,"Warren, TN",39965,3.100212686100338
2423,1856,"Washington, TN",125546,1.4783425995252735
2424,438,"Wayne, TN",16939,2.585748863569278
2425,695,"Weakley, TN",34450,2.0174165457184325
2426,642,"White, TN",26244,2.446273433927755
2427,3021,"Williamson, TN",198901,1.5188460590947255
2428,3311,"Wilson, TN",121945,2.715158473082127
2429,1377,"Anderson, TX",57938,2.376678518416238
2430,482,"Andrews, TX",16799,2.8692184058574917
2431,2995,"Angelina, TX",87441,3.4251666838210912
2432,710,"Aransas, TX",24356,2.9150927902775496
2433,236,"Archer, TX",8681,2.7185808086625967
2434,2,"Armstrong, TX",1949,0.1026167265264238
2435,2130,"Atascosa, TX",47093,4.522965196526023
2436,477,"Austin, TX",28847,1.653551495822789
2437,261,"Bailey, TX",7114,3.668822041045825
2438,321,"Bandera, TX",20601,1.5581767875345856
2439,2827,"Bastrop, TX",75825,3.7283217936036928
2440,130,"Baylor, TX",3614,3.597122302158273
2441,880,"Bee, TX",32799,2.683008628311839
2442,8052,"Bell, TX",326843,2.4635681351596945
2443,58813,"Bexar, TX",1817610,3.2357326379146243
2444,163,"Blanco, TX",10723,1.5200969877832695
2445,0,"Borden, TX",637,0.0
2446,506,"Bosque, TX",17855,2.833940072808737
2447,3057,"Bowie, TX",93487,3.2699733652807343
2448,10403,"Brazoria, TX",330242,3.150114158707857
2449,3607,"Brazos, TX",203164,1.7754129668642082
2450,308,"Brewster, TX",9286,3.3168210208916653
2451,35,"Briscoe, TX",1537,2.277163305139883
2452,248,"Brooks, TX",7237,3.426834323614757
2453,1268,"Brown, TX",37749,3.359029378261676
2454,323,"Burleson, TX",17169,1.881297687692935
2455,1038,"Burnet, TX",43823,2.3686192182187438
2456,1222,"Caldwell, TX",39232,3.1148042414355626
2457,582,"Calhoun, TX",21806,2.6689901861872882
2458,276,"Callahan, TX",13525,2.0406654343807764
2459,17790,"Cameron, TX",417276,4.263365254651597
2460,507,"Camp, TX",12413,4.084427616208814
2461,18,"Carson, TX",6010,0.2995008319467554
2462,841,"Cass, TX",30331,2.772740760278263
2463,365,"Castro, TX",8030,4.545454545454546
2464,912,"Chambers, TX",36812,2.477453004455069
2465,1397,"Cherokee, TX",50878,2.74578403239121
2466,134,"Childress, TX",7095,1.8886539816772376
2467,183,"Clay, TX",10473,1.7473503294185047
2468,135,"Cochran, TX",3016,4.476127320954907
2469,69,"Coke, TX",3210,2.149532710280374
2470,356,"Coleman, TX",8543,4.167154395411448
2471,20730,"Collin, TX",854778,2.425191102251111
2472,187,"Collingsworth, TX",3099,6.034204582123266
2473,335,"Colorado, TX",20752,1.614302235929067
2474,2868,"Comal, TX",118480,2.4206617150573937
2475,372,"Comanche, TX",13623,2.7306760625412907
2476,12,"Concho, TX",4043,0.2968093000247341
2477,954,"Cooke, TX",38467,2.4800478332076845
2478,1190,"Coryell, TX",76192,1.5618437631247375
2479,51,"Cottle, TX",1452,3.512396694214876
2480,153,"Crane, TX",4773,3.205531112507857
2481,117,"Crockett, TX",3807,3.0732860520094563
2482,244,"Crosby, TX",5991,4.072775830412285
2483,143,"Culberson, TX",2277,6.280193236714976
2484,111,"Dallam, TX",7057,1.5729063341363185
2485,76071,"Dallas, TX",2480331,3.066969690738857
2486,227,"Dawson, TX",13810,1.6437364228819695
2487,389,"Deaf Smith, TX",19177,2.0284716066120874
2488,80,"Delta, TX",5238,1.5273004963726613
2489,16762,"Denton, TX",728799,2.2999482710596477
2490,505,"DeWitt, TX",20503,2.4630541871921183
2491,71,"Dickens, TX",2291,3.0990833697075515
2492,429,"Dimmit, TX",10897,3.9368633568872164
2493,55,"Donley, TX",3522,1.5616127200454288
2494,491,"Duval, TX",11640,4.218213058419244
2495,547,"Eastland, TX",18245,2.9980816662099206
2496,5730,"Ector, TX",149378,3.8359062244774997
2497,20,"Edwards, TX",1884,1.0615711252653928
2498,5478,"Ellis, TX",155976,3.5120787813509775
2499,30623,"El Paso, TX",827718,3.6996899910355943
2500,525,"Erath, TX",39658,1.3238186494528217
2501,526,"Falls, TX",17493,3.0069170525353
2502,810,"Fannin, TX",33659,2.40648860631629
2503,419,"Fayette, TX",24821,1.6880867007775673
2504,68,"Fisher, TX",3856,1.7634854771784232
2505,89,"Floyd, TX",6230,1.4285714285714286
2506,19,"Foard, TX",1277,1.4878621769772904
2507,22116,"Fort Bend, TX",652365,3.3901266928789866
2508,247,"Franklin, TX",10660,2.317073170731707
2509,424,"Freestone, TX",19646,2.158200142522651
2510,795,"Frio, TX",18065,4.4007749792416275
2511,546,"Gaines, TX",18921,2.885682574916759
2512,8201,"Galveston, TX",306782,2.673233762085129
2513,131,"Garza, TX",6317,2.073769194237771
2514,411,"Gillespie, TX",25357,1.6208542019955041
2515,6,"Glasscock, TX",1251,0.4796163069544364
2516,174,"Goliad, TX",7465,2.330877427997321
2517,798,"Gonzales, TX",20312,3.928712091374557
2518,626,"Gray, TX",23043,2.7166601570976
2519,3771,"Grayson, TX",122353,3.082065825929891
2520,3839,"Gregg, TX",123024,3.120529327610873
2521,892,"Grimes, TX",26859,3.321046948881194
2522,4648,"Guadalupe, TX",143183,3.2461954282282117
2523,1118,"Hale, TX",35764,3.126048540431719
2524,112,"Hall, TX",3239,3.45785736338376
2525,129,"Hamilton, TX",8310,1.552346570397112
2526,93,"Hansford, TX",5555,1.6741674167416742
2527,156,"Hardeman, TX",4016,3.8844621513944224
2528,1362,"Hardin, TX",55417,2.4577295775664507
2529,130470,"Harris, TX",4336853,3.008402636658425
2530,1909,"Harrison, TX",66886,2.854109978171815
2531,99,"Hartley, TX",6100,1.6229508196721314
2532,198,"Haskell, TX",5875,3.370212765957447
2533,4262,"Hays, TX",176026,2.421233226909661
2534,62,"Hemphill, TX",4158,1.491101491101491
2535,2237,"Henderson, TX",78675,2.8433428662217985
2536,33058,"Hidalgo, TX",815996,4.051245349241908
2537,1259,"Hill, TX",34823,3.61542658587715
2538,658,"Hockley, TX",23530,2.7964300892477687
2539,1332,"Hood, TX",52905,2.51772044230224
2540,1162,"Hopkins, TX",35565,3.2672571348235624
2541,446,"Houston, TX",22911,1.9466631748941556
2542,1027,"Howard, TX",36147,2.8411763078540404
2543,163,"Hudspeth, TX",3318,4.912597950572635
2544,2780,"Hunt, TX",87048,3.193640290414484
2545,523,"Hutchinson, TX",21819,2.3969934460791054
2546,20,"Irion, TX",1612,1.240694789081886
2547,264,"Jack, TX",8957,2.947415429273194
2548,329,"Jackson, TX",14591,2.2548146117469674
2549,929,"Jasper, TX",35649,2.6059637016466097
2550,98,"Jeff Davis, TX",2253,4.349755881047492
2551,5794,"Jefferson, TX",252358,2.295944650060628
2552,232,"Jim Hogg, TX",5245,4.4232602478551
2553,1608,"Jim Wells, TX",41680,3.8579654510556622
2554,4949,"Johnson, TX",154707,3.1989502737432693
2555,427,"Jones, TX",19859,2.150158618258724
2556,292,"Karnes, TX",15081,1.936211126583118
2557,3990,"Kaufman, TX",108568,3.6751160562965146
2558,1029,"Kendall, TX",37766,2.7246729862839594
2559,11,"Kenedy, TX",412,2.669902912621359
2560,9,"Kent, TX",807,1.1152416356877324
2561,1230,"Kerr, TX",49953,2.4623145757011593
2562,149,"Kimble, TX",4481,3.3251506360187455
2563,7,"King, TX",285,2.456140350877193
2564,38,"Kinney, TX",3586,1.059676519799219
2565,829,"Kleberg, TX",32101,2.582474066228466
2566,78,"Knox, TX",3767,2.0706132200690206
2567,1415,"Lamar, TX",49426,2.862865698215514
2568,301,"Lamb, TX",13775,2.1851179673321233
2569,503,"Lampasas, TX",20222,2.4873899713183665
2570,214,"La Salle, TX",7369,2.9040575383362737
2571,243,"Lavaca, TX",19581,1.240998927531791
2572,248,"Lee, TX",16628,1.491460187635314
2573,407,"Leon, TX",16742,2.431011826544021
2574,2181,"Liberty, TX",76907,2.8358927015746294
2575,555,"Limestone, TX",23326,2.379319214610306
2576,74,"Lipscomb, TX",3485,2.12338593974175
2577,355,"Live Oak, TX",11867,2.99148900311789
2578,614,"Llano, TX",19444,3.1577864636905986
2579,0,"Loving, TX",95,0.0
2580,7938,"Lubbock, TX",289324,2.7436368915126295
2581,134,"Lynn, TX",5723,2.341429320286563
2582,254,"McCulloch, TX",8330,3.04921968787515
2583,6453,"McLennan, TX",241481,2.67225992935262
2584,13,"McMullen, TX",764,1.7015706806282722
2585,322,"Madison, TX",13781,2.3365503229083524
2586,288,"Marion, TX",10235,2.8138739618954567
2587,162,"Martin, TX",5312,3.049698795180723
2588,17,"Mason, TX",4128,0.41182170542635665
2589,963,"Matagorda, TX",36592,2.6317227809357235
2590,3083,"Maverick, TX",55932,5.512050346849747
2591,1934,"Medina, TX",47399,4.08025485769742
2592,39,"Menard, TX",2148,1.8156424581005588
2593,4921,"Midland, TX",151468,3.248871048670346
2594,457,"Milam, TX",24167,1.8910083998841396
2595,88,"Mills, TX",4907,1.793356429590381
2596,169,"Mitchell, TX",9402,1.797489895766858
2597,392,"Montague, TX",19503,2.009947187612162
2598,11261,"Montgomery, TX",499137,2.256094018275544
2599,806,"Moore, TX",22141,3.6403053159297234
2600,595,"Morris, TX",12834,4.636122798815646
2601,21,"Motley, TX",1196,1.7558528428093645
2602,1434,"Nacogdoches, TX",65330,2.195009949487219
2603,1442,"Navarro, TX",48038,3.0017902493859028
2604,238,"Newton, TX",14140,1.6831683168316833
2605,319,"Nolan, TX",15037,2.121433796634967
2606,11137,"Nueces, TX",352107,3.1629589868988686
2607,262,"Ochiltree, TX",10806,2.424578937627244
2608,39,"Oldham, TX",2102,1.8553758325404377
2609,2037,"Orange, TX",82957,2.455488988271032
2610,745,"Palo Pinto, TX",27889,2.671304098390046
2611,749,"Panola, TX",23870,3.1378299120234607
2612,3387,"Parker, TX",121418,2.7895369714539853
2613,181,"Parmer, TX",9965,1.816357250376317
2614,380,"Pecos, TX",15697,2.4208447474039625
2615,1235,"Polk, TX",45790,2.6970954356846475
2616,2659,"Potter, TX",121661,2.1855812462498254
2617,230,"Presidio, TX",7201,3.1940008332176086
2618,432,"Rains, TX",11065,3.904202440126525
2619,2416,"Randall, TX",126474,1.9102740484210192
2620,178,"Reagan, TX",3601,4.943071369064149
2621,75,"Real, TX",3350,2.2388059701492535
2622,372,"Red River, TX",12470,2.983159582999198
2623,390,"Reeves, TX",13965,2.7926960257787328
2624,277,"Refugio, TX",7305,3.7919233401779606
2625,8,"Roberts, TX",831,0.9626955475330927
2626,575,"Robertson, TX",16486,3.487807836952566
2627,2220,"Rockwall, TX",85245,2.6042583142706315
2628,178,"Runnels, TX",10309,1.7266466194587253
2629,1740,"Rusk, TX",53622,3.244936779679982
2630,141,"Sabine, TX",10361,1.3608725026541841
2631,87,"San Augustine, TX",8769,0.9921313718782073
2632,1167,"San Jacinto, TX",26856,4.345397676496872
2633,2235,"San Patricio, TX",66137,3.379348927226817
2634,107,"San Saba, TX",6012,1.7797737857618094
2635,51,"Schleicher, TX",3206,1.5907673112913288
2636,286,"Scurry, TX",17302,1.6529880938619814
2637,75,"Shackelford, TX",3375,2.2222222222222223
2638,783,"Shelby, TX",25792,3.0358250620347396
2639,44,"Sherman, TX",3093,1.4225670869705787
2640,6092,"Smith, TX",216080,2.819326175490559
2641,280,"Somervell, TX",8658,3.234003234003234
2642,3010,"Starr, TX",61963,4.857737682165164
2643,283,"Stephens, TX",9247,3.0604520384989726
2644,16,"Sterling, TX",1219,1.3125512715340444
2645,13,"Stonewall, TX",1432,0.9078212290502794
2646,34,"Sutton, TX",4006,0.8487269096355468
2647,133,"Swisher, TX",7763,1.7132551848512172
2648,49825,"Tarrant, TX",1911541,2.6065357740168795
2649,3199,"Taylor, TX",134117,2.385230805938099
2650,0,"Terrell, TX",903,0.0
2651,481,"Terry, TX",12743,3.774621360747077
2652,44,"Throckmorton, TX",1600,2.75
2653,856,"Titus, TX",32581,2.627298118535343
2654,2673,"Tom Green, TX",114954,2.3252779372618613
2655,21275,"Travis, TX",1120954,1.8979369358599907
2656,470,"Trinity, TX",14393,3.265476273188356
2657,703,"Tyler, TX",21464,3.275251584047708
2658,1320,"Upshur, TX",39884,3.309597833717782
2659,14,"Upton, TX",3372,0.41518386714116245
2660,794,"Uvalde, TX",26926,2.9488226992497957
2661,1810,"Val Verde, TX",48623,3.7225181498467803
2662,1887,"Van Zandt, TX",52481,3.5955869743335684
2663,2744,"Victoria, TX",90028,3.0479406406895633
2664,986,"Walker, TX",68817,1.4327855035819637
2665,1007,"Waller, TX",45213,2.227235529604317
2666,391,"Ward, TX",11244,3.47741017431519
2667,860,"Washington, TX",34147,2.5185228570591853
2668,13485,"Webb, TX",262495,5.137240709346845
2669,1043,"Wharton, TX",41216,2.530570652173913
2670,159,"Wheeler, TX",5751,2.764736567553469
2671,2837,"Wichita, TX",132047,2.1484774360644314
2672,511,"Wilbarger, TX",13131,3.8915543370649606
2673,710,"Willacy, TX",21921,3.238903334701884
2674,12289,"Williamson, TX",471014,2.6090519602389737
2675,1396,"Wilson, TX",45418,3.073671231670263
2676,208,"Winkler, TX",7606,2.734683144885617
2677,1522,"Wise, TX",60939,2.4975795467598747
2678,1020,"Wood, TX",42306,2.411005531130336
2679,233,"Yoakum, TX",8184,2.847018572825024
2680,331,"Young, TX",18341,1.8046998527888338
2681,592,"Zapata, TX",14390,4.113968033356498
2682,538,"Zavala, TX",12156,4.425797959855215
2683,86,"Beaver, UT",6459,1.3314754605976158
2684,886,"Box Elder, UT",50794,1.7443005079340081
2685,1852,"Cache, UT",116909,1.584138090309557
2686,466,"Carbon, UT",20988,2.2203163712597673
2687,0,"Daggett, UT",1127,0.0
2688,7004,"Davis, UT",322094,2.1745204815985395
2689,426,"Duchesne, UT",20308,2.097695489462281
2690,124,"Emery, UT",10749,1.1535956833193786
2691,107,"Garfield, UT",5083,2.105056069250443
2692,115,"Grand, UT",9360,1.2286324786324787
2693,658,"Iron, UT",46780,1.4065840102607954
2694,195,"Juab, UT",10348,1.8844221105527637
2695,100,"Kane, UT",7260,1.3774104683195594
2696,197,"Millard, UT",12662,1.5558363607644923
2697,306,"Morgan, UT",10173,3.0079622530227073
2698,26,"Piute, UT",1510,1.7218543046357615
2699,19,"Rich, UT",2288,0.8304195804195804
2700,27592,"Salt Lake, UT",1079721,2.5554749791844373
2701,492,"San Juan, UT",14973,3.285914646363454
2702,541,"Sanpete, UT",28237,1.9159259128094346
2703,320,"Sevier, UT",20852,1.5346249760214847
2704,411,"Summit, UT",38486,1.067920802369693
2705,1245,"Tooele, UT",60762,2.048977979658339
2706,918,"Uintah, UT",35555,2.581915342427225
2707,10737,"Utah, UT",551891,1.9454928600031527
2708,517,"Wasatch, UT",26437,1.955592540757272
2709,3233,"Washington, UT",147800,2.1874154262516914
2710,37,"Wayne, UT",2747,1.346923917000364
2711,5356,"Weber, UT",238519,2.2455234174216727
2712,482,"Addison, VT",36791,1.3101030143241554
2713,516,"Bennington, VT",36659,1.4075670367440465
2714,660,"Caledonia, VT",31157,2.118304072921013
2715,1938,"Chittenden, VT",159515,1.2149327649437358
2716,95,"Essex, VT",6211,1.529544356786347
2717,929,"Franklin, VT",48294,1.9236344059303432
2718,90,"Grand Isle, VT",6987,1.2881064834693001
2719,282,"Lamoille, VT",25067,1.1249850400925518
2720,527,"Orange, VT",28915,1.8225834342037006
2721,306,"Orleans, VT",27169,1.1262836320806802
2722,618,"Rutland, VT",60622,1.0194318894130843
2723,728,"Washington, VT",59319,1.2272627657243043
